track_id,artists,trackname,album,name_of_playlist
2DjsMSPTnbrnseudsaiNQG,Calibro 35,Calling All Units to Broccolino,Ritornano Quelli Di...,FUNKSOULJAZZBREAKPIANO
5pT1UzzwpzFpRJGJI4z0qi,Lighthouse,One Fine Morning,One Fine Morning,FUNKSOULJAZZBREAKPIANO
3QxAadrRx8aSEVd6Qzr8KF,Stan Getz,Saudade Vem Correndo,Jazz Samba Encore!,FUNKSOULJAZZBREAKPIANO
7Ig2C5U7zfGGRar7lH1skV,Average White Band,Stop the Rain,Feel No Fret...And More,FUNKSOULJAZZBREAKPIANO
5voWjUklIhjnNQU5aZCIm4,The Blackbyrds,Dreaming About You,Action,FUNKSOULJAZZBREAKPIANO
6lqYjlQyDzNWE0MGc78b4c,The Blackbyrds,Mysterious Vibes,Action,FUNKSOULJAZZBREAKPIANO
4ve6EIeYYa8tco68bUVcBm,Jeff Lorber Fusion,Rain Dance/Wanna Fly,Now Is The Time,FUNKSOULJAZZBREAKPIANO
47kvUFYqX4rlkA727oN1Dp,Sharon Redd,Can You Handle It,Sharon Redd,FUNKSOULJAZZBREAKPIANO
1BasLPmw0tZ4vyBEWRoQ0a,Sharon Redd,You Got My Love,Sharon Redd,FUNKSOULJAZZBREAKPIANO
0JoU0lwoMyWxGkljNJpJoM,Maze,Can't Get over You,Silky Soul,FUNKSOULJAZZBREAKPIANO
7IbnerzXF0Ywr2zDHpzsqs,Derrick Cross,Never Too Much,Never Too Much,FUNKSOULJAZZBREAKPIANO
1ngSXRLIuhN3v36HWN4SeQ,Joe Williams,Get Out Of My Life Woman,Presenting Joe Williams & Thad Jones / Mel Lewis Orchestra,FUNKSOULJAZZBREAKPIANO
6Ycf7Ch2VlEKlORbz7yfpJ,Anita Baker,Sweet Love,Rapture,FUNKSOULJAZZBREAKPIANO
719o1BiSx3x9sxldt0gxxy,King Hannibal,Wake Up,Truth,FUNKSOULJAZZBREAKPIANO
19mXqYcLHY716cN53T1d1E,The Manhattans,Wish That You Were Mine,There's No Me Without You (Expanded Edition),FUNKSOULJAZZBREAKPIANO
4BgEHN4q4sR9OSDSxJegGw,D.J. Rogers,Faithful to the End,It's Good to Be Alive,FUNKSOULJAZZBREAKPIANO
7m2YVkhv7Z75SBHnf2GEoM,Bobbi Humphrey,New York Times,The Best Of Bobbi Humphrey,FUNKSOULJAZZBREAKPIANO
5Z3aDchz1sW073glKhRsWC,Bobbi Humphrey,Uno Esta,The Best Of Bobbi Humphrey,FUNKSOULJAZZBREAKPIANO
1by4itCnmJtqK7EU3RSCU3,Bobbi Humphrey,Harlem River Drive,The Best Of Bobbi Humphrey,FUNKSOULJAZZBREAKPIANO
1Px2WDymmyS0GFKaAb1R25,Bobbi Humphrey,Blacks And Blues,The Best Of Bobbi Humphrey,FUNKSOULJAZZBREAKPIANO
2gqT6ZUputsMLiPxLnvYBx,Bobbi Humphrey,"Chicago, Damn",The Best Of Bobbi Humphrey,FUNKSOULJAZZBREAKPIANO
17wF1yQ4seWdZLVTiX7Yjv,The Dave Brubeck Quartet,"Thank You (Dziekuje) - Live at the Washington Monument, Washington, D.C. - August 1962","Bennett & Brubeck: The White House Sessions, Live 1962",FUNKSOULJAZZBREAKPIANO
3fJB02XQB5eNHK2JRCyf0q,Dave Brubeck Trio,Blue Moon,The Very Best Of Dave Brubeck,FUNKSOULJAZZBREAKPIANO
3OA7bUmIQEKjaV3Lja65En,Dave Brubeck Trio,Let's Fall In Love,The Very Best Of Dave Brubeck,FUNKSOULJAZZBREAKPIANO
2d38mbeSjW3Rrtcu7KQxOk,Dave Brubeck,My Heart Stood Still,The Very Best Of Dave Brubeck,FUNKSOULJAZZBREAKPIANO
6ZvQcoSolVQ3XJOgE57AyE,Dave Brubeck,Frenesi,The Very Best Of Dave Brubeck,FUNKSOULJAZZBREAKPIANO
10hZeBpab5S5SacDsHxa99,Dave Brubeck,A Foggy Day,The Very Best Of Dave Brubeck,FUNKSOULJAZZBREAKPIANO
0bHs3ly4Bv5BlzE3KrePfX,Jill Scott,Golden,Beautifully Human: Words and Sounds Vol. 2,FUNKSOULJAZZBREAKPIANO
5LOIteqUpPswpOEVQcB6NC,Thee Sacred Souls,Weak for Your Love,Can I Call You Rose?,FUNKSOULJAZZBREAKPIANO
0gzDu0smnvgwslqwOiQ8f1,Thee Sacred Souls,Will I See You Again?,Will I See You Again?,FUNKSOULJAZZBREAKPIANO
6tXuf3jm5wxrMPtvXREYoE,Thee Sacred Souls,Can I Call You Rose?,Can I Call You Rose?,FUNKSOULJAZZBREAKPIANO
2ZA4tDZvsxFO6Yw5OENin7,Thee Sacred Souls,It's Our Love,Will I See You Again?,FUNKSOULJAZZBREAKPIANO
1tbzRQCZUoKYMCxzK0Jx5p,Ahmad Jamal Trio,Stolen Moments,The Awakening,FUNKSOULJAZZBREAKPIANO
4kOl3tspcfHfpqrJPVdqE9,Cookin Soul,Drunk JB,Drunk JB,FUNKSOULJAZZBREAKPIANO
2QXd9qDR0oiWKokXgTNmld,El Jazzy Chavo,Hemispheres,Aspects of Dystopia,FUNKSOULJAZZBREAKPIANO
1wqots029Xc1ebpYdUcmJc,RJD2,Good Times Roll Pt. 2,Deadringer: Deluxe,FUNKSOULJAZZBREAKPIANO
00vpj3TcpAxcgTYBGjrVki,Wynd Chymes,Love Has Come Again,Arrival,FUNKSOULJAZZBREAKPIANO
6qJMAIlBFzm32RLBHLjtsk,PRINCE BILLY MAHDI WRIGHT,Summer Love (or Verano De Amor),You Got Dat Wright,FUNKSOULJAZZBREAKPIANO
1sZvWZAw38RsYW5CuyqCxz,Lou Rawls,Back To You,Now Is The Time,FUNKSOULJAZZBREAKPIANO
2zC0uKFfERvtOYNKendhEs,Al Johnson,I'm Back for More,Back for More,FUNKSOULJAZZBREAKPIANO
2do4rBZAn5bGBzneSMOLbn,Brief Encounter,Human,The Complete Singles,FUNKSOULJAZZBREAKPIANO
0kmAuNheB4u0rHToopLLzd,Weldon Irvine,I Love You,Sinbad,FUNKSOULJAZZBREAKPIANO
1Hv1VTm8zeOeybub15mA2R,Sade,Smooth Operator - Single Version,The Best of Sade,FUNKSOULJAZZBREAKPIANO
42vYxMAWsFpBOS7hgAdzqW,Sade,No Ordinary Love,Love Deluxe,FUNKSOULJAZZBREAKPIANO
0IuvnSzxQJm4TcnfaaZcah,Sade,I Couldn't Love You More,Love Deluxe,FUNKSOULJAZZBREAKPIANO
4ssiCx4MjZW1Rl9VOF0GZL,Sade,Kiss of Life,Love Deluxe,FUNKSOULJAZZBREAKPIANO
5ljnOdrl3v8oYC2Llknvna,Sade,Cherish the Day,Love Deluxe,FUNKSOULJAZZBREAKPIANO
3MacKrBQf7wsyU2GiIxWVw,Sade,Pearls,Love Deluxe,FUNKSOULJAZZBREAKPIANO
16cVJxaCIgiLhrI5WC0j1y,Sade,Bullet Proof Soul,Love Deluxe,FUNKSOULJAZZBREAKPIANO
52hUjVBhWrlWt5ErW13yNf,The Polyversal Souls,Odo Agye Gye Me,Siakwaa / Nana Agyei (Medley),FUNKSOULJAZZBREAKPIANO
4KOQk1FhOOIfuHMZahP5Wa,Sandra De Sá,Guarde Minha Voz,Vale Tudo,FUNKSOULJAZZBREAKPIANO
1ED87KotKtaIilIWKsYYc5,Tyrone Davis,In the Mood,In the Mood with Tyrone Davis (Expanded Edition),FUNKSOULJAZZBREAKPIANO
3vyLozxNeYu1vqXgcOerjy,William Stuckey,The First Time,Love Of Mine,FUNKSOULJAZZBREAKPIANO
2RX7oNugjq7hYgWW0yhqQv,Lady Wray,Under The Sun,Piece of Me,FUNKSOULJAZZBREAKPIANO
1pcG5AKS1PTa5sz9cBOCLZ,Ned Doheny,Get It Up For Love,Hard Candy,FUNKSOULJAZZBREAKPIANO
4p9z7kAyGk8VdI02gZItmp,The Dynamics,Brothers on the Slide,Version Excursions,FUNKSOULJAZZBREAKPIANO
1SSHmc0LIpRV7h6hr1apI2,Plantlife,When She Smiles She Lights The Sky,When She Smiles She Lights The Sky,FUNKSOULJAZZBREAKPIANO
6fQDQNZcXnruZYZ9qmZmkG,Johnny Bristol,Lusty Lady,Feeling The Magic,FUNKSOULJAZZBREAKPIANO
2xx8kayMlVjeGMIco8cPwi,Al Johnson,I've Got My Second Wind,Back for More,FUNKSOULJAZZBREAKPIANO
1WGvKEkU8c3uvqmZpUt5ZL,Nala Sinephro,Space 1,Space 1.8,FUNKSOULJAZZBREAKPIANO
2qUmQvqFLcmFEWuu5cHQzm,Nala Sinephro,Space 2,Space 1.8,FUNKSOULJAZZBREAKPIANO
0BwKtVKcNBiVYimsmAb40V,Nala Sinephro,Space 4,Space 1.8,FUNKSOULJAZZBREAKPIANO
2f1LQcJU8fLITbrCmZBrW2,Nala Sinephro,Space 7,Space 1.8,FUNKSOULJAZZBREAKPIANO
0aWMVrwxPNYkKmFthzmpRi,Miles Davis,Blue in Green (feat. John Coltrane & Bill Evans),Kind Of Blue (Legacy Edition),FUNKSOULJAZZBREAKPIANO
4vLYewWIvqHfKtJDk8c8tq,Miles Davis,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Kind Of Blue (Legacy Edition),FUNKSOULJAZZBREAKPIANO
6U7GUjtamt2P0LcFod1dBT,Sérgio Mendes,Mas Que Nada,Timeless,FUNKSOULJAZZBREAKPIANO
36SJ7ZFx8J1f1RsewmUwMX,Sérgio Mendes,Magalenha,Brasileiro,FUNKSOULJAZZBREAKPIANO
2JgBVzKUpiMSxPb4H9tbQV,The Blackbyrds,Rock Creek Park,City Life,FUNKSOULJAZZBREAKPIANO
6Pay1MRTDwHol3hrnZ3vti,Placebo,Humpty Dumpty,Ball of Eyes,FUNKSOULJAZZBREAKPIANO
2SkSHgtOBHrHjLHi2NvnGi,Placebo,Inner City Blues,Ball of Eyes,FUNKSOULJAZZBREAKPIANO
5hReWjUHqPqkHi31G7izL4,Marvin Gaye,Inner City Blues (Make Me Wanna Holler),What's Going On,FUNKSOULJAZZBREAKPIANO
1soibj1fXs2Z2lNaQgMQoi,Breakestra,Stand Up,Hit the Floor,FUNKSOULJAZZBREAKPIANO
6MfFc289i2TeCvYDDXmjui,Breakestra,Hiding,Hit the Floor,FUNKSOULJAZZBREAKPIANO
0PJfn8vGupVIX5SE9Jv3ig,Breakestra,Recognize,Hit the Floor,FUNKSOULJAZZBREAKPIANO
5gjZlhTdZZ7aRkr6eUTAOY,Breakestra,Family Rap,Hit the Floor,FUNKSOULJAZZBREAKPIANO
6Ujj8vZERUCIZMszNjkvUV,Breakestra,Hit Tha' Floor,Hit the Floor,FUNKSOULJAZZBREAKPIANO
2fxoHBxwjTHWRlXcDSmquL,Robert Glasper Trio,Downtime,Double Booked,FUNKSOULJAZZBREAKPIANO
2Xm6TfJxF9W4uljYnfluwC,Robert Glasper Trio,59 South,Double Booked,FUNKSOULJAZZBREAKPIANO
2KKyVgKvMf0oZPP4pQTETi,The Honey Drippers,Impeach the President,Impeach the President,FUNKSOULJAZZBREAKPIANO
4fv3E7X3y9MSxlRJlf60S0,Gamith,Darkness,Carolina Funk,FUNKSOULJAZZBREAKPIANO
1mqti29xQ00kliaCNil2Xn,Galactic,You Don't Know,The Other Side Of Midnight: Live In New Orleans,FUNKSOULJAZZBREAKPIANO
0jWRzRPxYJbxbCpqCWr1Ks,Galactic,Cineramascope,The Other Side Of Midnight: Live In New Orleans,FUNKSOULJAZZBREAKPIANO
0gA1W8D4UojVtfQ4eKvUtl,Incredible Bongo Band,Apache,Bongo Rock,FUNKSOULJAZZBREAKPIANO
22eAEAhexAE9LrVvg2PJx1,The Isley Brothers,Take Inventory,Get Into Something,FUNKSOULJAZZBREAKPIANO
4zF77yQvAbr7pBsy98zKfk,The Isley Brothers,Keep On Doin' - Mono,Get Into Something,FUNKSOULJAZZBREAKPIANO
4SKEjQAEjaOlgONNyEtJ9f,Eric Lau,Righteous,"Examples, Vol. 2",FUNKSOULJAZZBREAKPIANO
6JIvjEFbak0cQas2N83Grc,Eric Lau,Do You Like Music?,"Examples, Vol. 2",FUNKSOULJAZZBREAKPIANO
1FkMcefH8DRwoAjvJBArQY,Eric Lau,Without a Doubt,"Examples, Vol. 2",FUNKSOULJAZZBREAKPIANO
4SJBGXLt7XVaHJXLB1lrFK,Eric Lau,Mirage,"Examples, Vol. 2",FUNKSOULJAZZBREAKPIANO
5iCnacXlw0FI6VI1njKyTj,Eric Lau,Oh Dara,"Examples, Vol. 2",FUNKSOULJAZZBREAKPIANO
2CT4F2LkxfWDXBnqEjEM6d,Eric Lau,Dr Slump,"Examples, Vol. 2",FUNKSOULJAZZBREAKPIANO
7s4T5tHIToCCNbsusRAmWa,Eric Lau,Super Moon,"Examples, Vol. 2",FUNKSOULJAZZBREAKPIANO
7IFCVZjjW4JHpiu9mqwdIe,Eric Lau,By the Sea,"Examples, Vol. 2",FUNKSOULJAZZBREAKPIANO
6JyacBG8OSah1n7bfGWIVf,Fusik,Rudy,Hot Skillet,FUNKSOULJAZZBREAKPIANO
5Rc1IVwwqIIfVaVINX7Ht0,Fusik,Opencor,Hot Skillet,FUNKSOULJAZZBREAKPIANO
1PAH9Nr680l9i5vjscGu2O,Fred Wesley,Funk For Your Ass,Let It Flow - Fred Wesley's Tribute To James Brown,FUNKSOULJAZZBREAKPIANO
7wVQgvVVX4penHEGrF5eCL,Frankie Valli & The Four Seasons,Beggin',Anthology,FUNKSOULJAZZBREAKPIANO
7AxH8bhTndMUzjmCO3tahA,Esperanto,Night of the Wolf,Hippy Skippy Moon Strut / Night of the Wolf,FUNKSOULJAZZBREAKPIANO
3dvM14W7zjtWkEWlBivupb,Edwin Starr,Time,The Very Best Of Edwin Starr,FUNKSOULJAZZBREAKPIANO
1LcxD4Z50Onn8lLfBllZbJ,Edwin Starr,If My Heart Could Tell The Story,The Very Best Of Edwin Starr,FUNKSOULJAZZBREAKPIANO
5FqqrFMHFCBgSGCNJPIY3K,Edwin Starr,War,The Very Best Of Edwin Starr,FUNKSOULJAZZBREAKPIANO
7yD6m5umSKBgEZaiEMEcVl,Edwin Starr,There You Go,The Very Best Of Edwin Starr,FUNKSOULJAZZBREAKPIANO
0BbCWX3iL1gWEQeiIsT11F,Donnie Brown,Funky Mind,Carolina Funk,FUNKSOULJAZZBREAKPIANO
4wU74vEGWpsBBFQxH72WLJ,Cookin' On 3 Burners,Push It Up,Soul Messin',FUNKSOULJAZZBREAKPIANO
6BF6DfibRaEhYvc2XQdsON,Cookin' On 3 Burners,Four n' Twenty,Soul Messin',FUNKSOULJAZZBREAKPIANO
3OTYcq3tmcz4VhS9aEyJrl,Cookin' On 3 Burners,Tokyo Saucer,Soul Messin',FUNKSOULJAZZBREAKPIANO
7GmrN606pElsq4zoqsbnjz,Cookin' On 3 Burners,Cars,Soul Messin',FUNKSOULJAZZBREAKPIANO
4uEqCqbQvfTEHU7d9UkQ65,Bobby Byrd,I Need Help (I Can't Do It Alone),The Brownstone 45's Collection,FUNKSOULJAZZBREAKPIANO
7vfMSh7DxfeBcmympJDd4c,The Budos Band,Chicago Falcon,The Budos Band II,FUNKSOULJAZZBREAKPIANO
0YnhQQo9T9fB8cgWRMrxOI,The Budos Band,Budos Rising,The Budos Band II,FUNKSOULJAZZBREAKPIANO
5rbOfVxNxWWW73zsu0knPa,The Budos Band,Ride or Die,The Budos Band II,FUNKSOULJAZZBREAKPIANO
2plq0lpQiUzmG9V7Mm97re,The Budos Band,Mas O Menos,The Budos Band II,FUNKSOULJAZZBREAKPIANO
4lJtgKCe9mD3zjNV0qC432,The Budos Band,Adeniji,The Budos Band II,FUNKSOULJAZZBREAKPIANO
67pBSBKspZDlNtUlaw4pRp,The Budos Band,His Girl,The Budos Band II,FUNKSOULJAZZBREAKPIANO
18QiCs7T4FybQJ84l8cA1L,The Budos Band,Origin of Man,The Budos Band II,FUNKSOULJAZZBREAKPIANO
7HI3pEr5Eo0a0P9GYVnSdU,The Budos Band,Up From The South,The Budos Band,FUNKSOULJAZZBREAKPIANO
5h6rZYfMx9xfxM6uT7kG9s,The Budos Band,Ghost Walk,The Budos Band,FUNKSOULJAZZBREAKPIANO
5VpHZqil8jV2tTYLNyaVdo,The Budos Band,Eastbound,The Budos Band,FUNKSOULJAZZBREAKPIANO
2FEd95ryfrmJmVQFILKLE9,The Budos Band,Aynotchesh Yererfu,The Budos Band,FUNKSOULJAZZBREAKPIANO
05JbgcoBTG54aB4sZIir4p,Breakestra,Burgundy Blues,Hit the Floor,FUNKSOULJAZZBREAKPIANO
31B7mL0vZf9XaGR6brgMnA,Breakestra,Show & Prove,Hit the Floor,FUNKSOULJAZZBREAKPIANO
2wQJgQwqZsWSTqFJxSFRIB,The Blackbyrds,Rock Creek Park,Greatest Hits,FUNKSOULJAZZBREAKPIANO
1YQWosTIljIvxAgHWTp7KP,The Dave Brubeck Quartet,Take Five,Time Out,FUNKSOULJAZZBREAKPIANO
0aqm6O2bJBXLeWVRjJfy6f,The Blackbyrds,Funky Junkie,The Blackbyrds,FUNKSOULJAZZBREAKPIANO
31GivbMBoXVwR1GxxjXFtk,The Blackbyrds,Summer Love,The Blackbyrds,FUNKSOULJAZZBREAKPIANO
4eOgdSrDZlIpfw3WuuclT7,The Blackbyrds,Life Styles,The Blackbyrds,FUNKSOULJAZZBREAKPIANO
5xgqDdhz65VDthk3w7gMI3,The Blackbyrds,A Hot Day Today,The Blackbyrds,FUNKSOULJAZZBREAKPIANO
5eFvaufdPSrFOAcMRqJIHj,The Blackbyrds,Blackbyrds' Theme,The Blackbyrds,FUNKSOULJAZZBREAKPIANO
2Rj0CwXi0APS2KrYTfVB6y,The Blackbyrds,"Future Children, Future Hopes",The Blackbyrds,FUNKSOULJAZZBREAKPIANO
19ykRo83EHjQQP6XTZawNP,The Bamboos,On the Sly (feat. Kylie Auldist),4,FUNKSOULJAZZBREAKPIANO
0mjU50WbRmxfF6o9YzgqOL,The Bamboos,Turn It Up (feat. Lyrics Born),4,FUNKSOULJAZZBREAKPIANO
2DvfFCa0jZgiiQDYrNPW6I,The Bamboos,Red Triangle,4,FUNKSOULJAZZBREAKPIANO
5SVuA3ZGGriPX3RyvVqnRo,The Bamboos,Like Tears in Rain,4,FUNKSOULJAZZBREAKPIANO
3q1TF5AyY6P0b7pklYEqZK,The Bamboos,Keep Me in Mind,4,FUNKSOULJAZZBREAKPIANO
5oNOxQFblUizILVCOsj8vd,The Bamboos,Step It Up (feat. Alice Russell),Step It Up,FUNKSOULJAZZBREAKPIANO
69mvvy1WjEDbtCvDlHouQS,The Bamboos,Tighten Up (Album Version),Step It Up,FUNKSOULJAZZBREAKPIANO
3Xe5ah5f3BbXluGi2u16xI,The Bamboos,Black Foot,Step It Up,FUNKSOULJAZZBREAKPIANO
6Z3GZln0nxLok4gCmVs4uI,The Bamboos,Transcend Me,Step It Up,FUNKSOULJAZZBREAKPIANO
7DI7Rt3uKsIsQ44r9tgxOK,The Bamboos,Tobago Strut,Step It Up,FUNKSOULJAZZBREAKPIANO
3VOtb6XAsPBUyEzeIGe506,The Bamboos,Another Day in the Life of Mr Jones,Step It Up,FUNKSOULJAZZBREAKPIANO
2ADQqUnXMI2iaBWnU8DRBK,Badder Than Evil,Hot Wheels - The Chase,Gordon's War (Original Motion Picture Soundtrack Plus Bonus Tracks),FUNKSOULJAZZBREAKPIANO
7Llu8SZBe5UuhJn4Jos5Qt,Yussef Kamaal,Black Focus,Black Focus,FUNKSOULJAZZBREAKPIANO
1k7B553lUeQY3cyltjRWCH,Yussef Kamaal,Remembrance,Black Focus,FUNKSOULJAZZBREAKPIANO
4doeILSOpBXjzWsiJiSS8a,Yussef Kamaal,Yo Chavez,Black Focus,FUNKSOULJAZZBREAKPIANO
2VuykAwip0RSzJOrXVOdKg,Yussef Kamaal,Ayla,Black Focus,FUNKSOULJAZZBREAKPIANO
5n5icrh7DMNcQUQYuZb6WZ,Yussef Kamaal,WingTai Drums,Black Focus,FUNKSOULJAZZBREAKPIANO
2CCmWJZGzxAvLnMks8y4Li,Yussef Kamaal,Joint 17,Black Focus,FUNKSOULJAZZBREAKPIANO
7qS59kmSCRWNhRspZLBvb8,Johnny Pate,You Can't Even Walk In The Park - Opening Theme,Shaft In Africa,FUNKSOULJAZZBREAKPIANO
5Io6fboBLas4N0AZOZYwjN,Johnny Pate,"Shaft In Africa (Addis) - From ""Shaft In Africa"" Soundtrack",Shaft In Africa,FUNKSOULJAZZBREAKPIANO
7dBPNj3aTVbseXKXLJmVQZ,Four Tops,Are You Man Enough? - Main Title,Shaft In Africa,FUNKSOULJAZZBREAKPIANO
0idhQ6USs3kCRBUj8Yq8g2,Johnny Pate,El Jardia - Soundtrack,Shaft In Africa,FUNKSOULJAZZBREAKPIANO
2wyH6GB0tivqvhieMRQYHJ,Johnny Pate,Jazar's Theme - Soundtrack,Shaft In Africa,FUNKSOULJAZZBREAKPIANO
62Exygs0pMq4s0cfymEJGY,Johnny Pate,Truck Stop - Soundtrack,Shaft In Africa,FUNKSOULJAZZBREAKPIANO
0RDm6nifR4k5mHUpX3ZDq7,Baby Huey,Listen To Me,The Baby Huey Story: The Living Legend,FUNKSOULJAZZBREAKPIANO
4TRVbv80nZ9ljGWmypmWhL,Baby Huey,Mama Get Yourself Together,The Baby Huey Story: The Living Legend,FUNKSOULJAZZBREAKPIANO
4fuAUQUXfODSMgaodnk6X8,Baby Huey,Mighty Mighty,The Baby Huey Story: The Living Legend,FUNKSOULJAZZBREAKPIANO
7ycU5Bxfn2fIZjXJypfdRM,Baby Huey,Hard Times,The Baby Huey Story: The Living Legend,FUNKSOULJAZZBREAKPIANO
1HzIPQceSx4GYLUyag9EPm,Baby Huey,California Dreamin',The Baby Huey Story: The Living Legend,FUNKSOULJAZZBREAKPIANO
6kAXOjjAG7APZSFntsOssy,Yusef Lateef,Soul Sister,1984,FUNKSOULJAZZBREAKPIANO
3NA1X20qo1pLBr0RyyoRXZ,Yusef Lateef,Love Waltz,1984,FUNKSOULJAZZBREAKPIANO
0BNk2xPZB2fsu11ez91YR3,Yusef Lateef,Warm Fire,1984,FUNKSOULJAZZBREAKPIANO
1T3jeO9o3u7Il1IbKbGHdS,Yusef Lateef,Stay with Me,The Complete Yusef Lateef,FUNKSOULJAZZBREAKPIANO
4DB9pFoIetAdFJMivXTd46,Nina Simone,I Loves You Porgy,The Very Best Of,FUNKSOULJAZZBREAKPIANO
6OQQGlfFnHZG4dQTQeTguA,Nina Simone,The Look of Love,The Very Best Of,FUNKSOULJAZZBREAKPIANO
0CRoHgASKf05pICBWF3zj3,Nina Simone,Here Comes the Sun,The Very Best Of,FUNKSOULJAZZBREAKPIANO
6nS5KDw4yXhzNqUbNmipWu,Wallace Collection,Daydream,Laughing Cavalier,FUNKSOULJAZZBREAKPIANO
5le4sn0iMcnKU56bdmNzso,Roy Ayers Ubiquity,Everybody Loves The Sunshine,Everybody Loves The Sunshine (Reissue),FUNKSOULJAZZBREAKPIANO
7wZXp4KSVzG5t1oRX41JXU,Alfa Mist,Kyoki,Antiphon,FUNKSOULJAZZBREAKPIANO
2p2YYLGWwYujkMUk6pxYxg,Alfa Mist,Nucleus,Antiphon,FUNKSOULJAZZBREAKPIANO
3ejqlgVNAYr7PWuBSXl4K2,Alfa Mist,Brian,Antiphon,FUNKSOULJAZZBREAKPIANO
61vIGLnOsYaydUUKfJ9XC5,En Vogue,"Give It Up, Turn It Loose",Funky Divas,FUNKSOULJAZZBREAKPIANO
0dSRoWYf0GOzX9L44g53sZ,Aretha Franklin,One Step Ahead,A Bit Of Soul,FUNKSOULJAZZBREAKPIANO
7M4L1kiKMhtQZmpyO78DKd,L.T.D.,Love To The World,Love To The World,FUNKSOULJAZZBREAKPIANO
3d8M85Hb6qMwfjRW7YB7bk,Fenoms,El Gato,El Gato,FUNKSOULJAZZBREAKPIANO
7hvOGICKps6A0mPg8KYvlt,Pérez Prado,Circle,Circle,FUNKSOULJAZZBREAKPIANO
