track_id,artists,trackname,album,name_of_playlist
48ZUwXrEOhaXLCxvmRYhZv,Eric B. & Rakim,Don't Sweat The Technique,Don't Sweat The Technique,the three
749DV56mZR2pIaqRuUZM3g,Exile,Klepto,4TRK Mind,the three
2oQpHdV3kfD6ofKPDEP5Pm,Exile,Love Luv Love,4TRK Mind,the three
1GKyYPHZKq2XETqvwHC0SD,Exile,Younger Days,4TRK Mind,the three
1oBjEOqMo4Y33RPZHuZb8M,Fashawn,"Hey Young World (feat. Aloe Blacc, Devoya)",Boy Meets World,the three
2mGdIBIKa8lEkm1xtmIJmU,Fashawn,Stars,Boy Meets World,the three
1MSn5o4OmgtJxGGi8F57c7,Fashawn,The Ecology,Boy Meets World,the three
4GkZB3hsnstq3ubS7ys9le,Fashawn,Our Way (feat. Evidence),Boy Meets World,the three
6K6JdAEhFcH9PVJ1wWpZPr,Fashawn,Why,Boy Meets World,the three
6W4rEEjI9zpNSlj0aX6S6v,Fashawn,Father,Boy Meets World,the three
0SyKATPySxI79sA48XdFqb,Fashawn,Boy Meets World,Boy Meets World,the three
4y4gIF4tD785sjnCFAtqRu,Dom Kennedy,When I Come Around,"Il: From the Westside, With Love",the three
0CjpHTQBZCGenhjk2To4Pm,Dom Kennedy,Ice Cream Truck,"Il: From the Westside, With Love",the three
5SNKVs6NDmZfayWsFMFj93,Dom Kennedy,On My Hometown / Nobody Else,By Dom Kennedy,the three
5akxCqTVeMOyyGIDg7fe9j,Dom Kennedy,T P O,"Los Angeles Is Not for Sale, Vol. 1",the three
4aMmKA1UvUhgWtimHnYIpA,Dom Kennedy,California,"Los Angeles Is Not for Sale, Vol. 1",the three
6FMgzqFoHfexvZHj6We3jM,Dom Kennedy,Johnny Bench,"Los Angeles Is Not for Sale, Vol. 1",the three
3mug2wj9TwbvFy6R84CMnX,The Foreign Exchange,Raw Life,Connected (Extended Edition),the three
5tuAqTnYdnvG1H5KPSnVZm,The Foreign Exchange,"Hustle, Hustle",Connected (Extended Edition),the three
15phvltiPI610C4qSYFdTj,The Foreign Exchange,Let's Move,Connected (Extended Edition),the three
4OMGTs2w7EP9fYLS8D3vzG,The Foreign Exchange,Nic's Groove,Connected (Extended Edition),the three
2Jmnl8AWu3d2WdX1Mz45TI,The Foreign Exchange,Be Alright,Connected (Extended Edition),the three
33FP3L5eYYzOZZandK1JmQ,The Foreign Exchange,Brave New World,Connected (Extended Edition),the three
3jDnX9sCq99splS1cnqsJe,The Foreign Exchange,Happiness,Connected (Extended Edition),the three
3UIupc31gH17UtgfyV2s9k,The Foreign Exchange,All That You Are,Connected (Extended Edition),the three
1I8mexPsT5ncMpDDUAAjsZ,Freddie Joachim,Overpopulation,Trouvaille,the three
0TVDyi7NWczzIBiebBf9Ao,Freddie Joachim,Kool in the Summer,Trouvaille,the three
3pIPnj9mDCHIlF2aaINXgC,Freddie Joachim,Less Time,Trouvaille,the three
1ywWWZD6jam7PatbmrnvMf,Freddie Joachim,Doppelganger,Trouvaille,the three
3OrSlv9Gl2oLyR7lSkopn7,Freddie Joachim,When You Look At the Moon,Fiberglass Kisses,the three
6qClrhYhMw5XIN0e9JgwZK,Freddie Joachim,Running,Patiently,the three
3jXxJy9AOkuELnqMDCE986,Freddie Joachim,Rain Drops,Patiently,the three
2FWGlPU5fb759ShtTJE8vd,Freddie Joachim,Minutes,Patiently,the three
6zT2rS3dexXAvD3YoWH3iK,Freddie Joachim,Moments,Midway,the three
23hWvt36YXCIApRfWNlQeW,Freddie Joachim,Ride,Midway,the three
0nwJgWZ9poD7qszrdqALBP,Freddie Joachim,Night Cap,Midway,the three
2E0Y5LQdiqrPDJJoEyfSqC,Gang Starr,You Know My Steez,Moment Of Truth,the three
7Guni9Kv4cxajoglZLzfuN,Gang Starr,Above The Clouds,Moment Of Truth,the three
3JHx8dYpC7DuAAtgzCshaa,Gang Starr,Moment Of Truth,Moment Of Truth,the three
3nHYxfx2x5b80gbYfEwfWw,BADBADNOTGOOD,Sour Soul,Sour Soul,the three
3ei7sCrUlOH6GRixmXQeHl,BADBADNOTGOOD,Gunshowers (feat. Elzhi),Sour Soul,the three
3EZ0aNLF4Dqht6HOFm2aBU,Ghostface Killah,Nutmeg (feat. The RZA) (feat. RZA),Supreme Clientele,the three
3U6SyDZHc9f8SGr8CEsJ5O,Ghostface Killah,Apollo Kids (feat. Raekwon),Supreme Clientele,the three
4LNeSIPfjleJ1jIAzzRSoe,Ghostface Killah,Mighty Healthy,Supreme Clientele,the three
1VTFsisi4nFSPCLSV2Ghi1,Ghostface Killah,Malcolm,Supreme Clientele,the three
4XpAv8Mi8zxaz42ERhKPzx,Ghostface Killah,"Wu Banga 101 (feat. GZA, Cappadonna, Masta Killah & Raekwon) (feat. GZA, Cappadonna & Raekwon)",Supreme Clientele,the three
63LVYnGJmWjNnmHiOVsGhe,Ghostface Killah,Iron Maiden,Ironman,the three
0DMpKFgwFvSql4ufb7IVFO,Ghostface Killah,The Faster Blade (feat. Raekwon),Ironman,the three
6GEH1DqWBXUd2iF7EKSPGr,Ghostface Killah,Poisonous Darts,Ironman,the three
37hqGqe1Btdp6xuljIm4zL,Ghostface Killah,Fish (feat. Raekwon & Cappadonna),Ironman,the three
4dmh3OPtAhbEybhGoOG9TE,GZA,Liquid Swords,Liquid Swords,the three
1OYjATyA5kqLK3CfYfvg3y,GZA,Duel Of The Iron Mic,Liquid Swords,the three
4EcwMZC5srOdOVUTIkQWkW,GZA,Living In The World Today,Liquid Swords,the three
6NTceGKsDLTYehlyRbYp6O,GZA,Investigative Reports,Liquid Swords,the three
2HaMsIYFmZkKkUn1NTFPgL,Grand Puba,I Like It (I Wanna Be Where You Are),2000,the three
7p12Mf8wCNn0OrsZ1hM1y0,Grand Puba,Keep On,2000,the three
7wLYYZ0WE4fxTaXU0gTDHa,Grand Puba,2000,2000,the three
4OstpsQLlP5HEEP281VjvY,Grand Puba,Amazing,2000,the three
4w64TyHl1SwqiXhb8wgAjk,Grand Puba,Check Tha Resume,Reel To Reel,the three
0QeBq1YE7AVkSUgaWV64g2,Grand Puba,360 (What Goes Around),Reel To Reel,the three
5q31ZKvDgXaqwwpqEY5DXQ,Group Home,Inna City Life,Livin' Proof,the three
56whVbEPZ2bRA5VboQPned,Group Home,Livin' Proof,Livin' Proof,the three
3PZEyO6STzx7861KrujKB3,Group Home,Up Against The Wall - Low Budget Mix,Livin' Proof,the three
3Q1aCfi3I27PbIcwwtCW86,Group Home,2 Thousand,Livin' Proof,the three
2QECh0fEPnaTxRWsVBrUz7,Group Home,Supa Star,Livin' Proof,the three
7oaqaFpxXQxAnexACj8ydz,Group Home,Up Against The Wall - Getaway Car Mix,Livin' Proof,the three
0sTduRVRcGWllYV9P7odnj,Guru,State Of Clarity (feat. Common & Bob James),"Jazzmatazz 4 The Hip Hop Jazz Messenger ""Back To The Future""",the three
6pvd8OBnYlV6FqskUOvWlx,Guru,Lifesaver,Jazzmatazz Volume II: The New Reality,the three
7hq591LxRFMlYWLydHew53,Guru,Insert B (The Real Deal) / Nobody Knows,Jazzmatazz Volume II: The New Reality,the three
77QvKUhVeyPVVHGFRgAmQd,Guru,Feel The Music,Jazzmatazz Volume II: The New Reality,the three
1VzhfMEGIIkn5hFITMJzW1,Guru,Loungin',Jazzmatazz Volume 1,the three
6B4O8Erp0ZQ1dgE9LBimsA,Guru,Transit Ride,Jazzmatazz Volume 1,the three
6suhq5IiCkJBCDZ5QebkyE,Guru,Down The Backstreets,Jazzmatazz Volume 1,the three
41YrEBYeFM6fYf1ygakTlm,Guru,Trust Me,Jazzmatazz Volume 1,the three
69oYv7NxU45QgnQFVN9I94,Hieroglyphics,Fantasy Island,Full Circle,the three
6axRpFl0s82PfwsNBASrw0,Hieroglyphics,Powers That Be,Full Circle,the three
1265N14L1xyzKNr5XZzuTP,Hieroglyphics,Make Your Move,Full Circle,the three
4bRvhsouYv4cByqSYsRBi7,Hieroglyphics,Chicago,Full Circle,the three
3Dh10QBwBWVQAMJNNhLRq4,Hieroglyphics,You Never Knew,3rd Eye Vision,the three
7ibARgSANYCFH650CygfK5,Hieroglyphics,All Things,3rd Eye Vision,the three
5874pOJFI3J1OZ5m6Itve9,Hieroglyphics,Dune Methane,3rd Eye Vision,the three
0H1vNXaRFliocK1Z2YmQJS,Hieroglyphics,See Delight,3rd Eye Vision,the three
17tJxrJhe05KlTChASGIbA,Hieroglyphics,Miles to the Sun,3rd Eye Vision,the three
1GWqZbguYMx5dRo85AxwOo,J Dilla,Love,The Shining - The 10th Anniversary Collection,the three
0siH4BEjWLnRybz0KyXrlw,J Dilla,Baby,The Shining - The 10th Anniversary Collection,the three
7LPQnb3KUeSXP9cG72q9D0,J Dilla,"So Far To Go - 7"" Edit",The Shining - The 10th Anniversary Collection,the three
7cFKwCSt9QtOAu6ISWAK72,J Dilla,Waves,Donuts,the three
1CjF8SvW62RqoBGvIbKpta,J Dilla,The New,Donuts,the three
1etubuf4lo9ybrOBVtd74J,J Dilla,The Diff'rence,Donuts,the three
3fktqaK6zAcydTkT7vfW8B,J Dilla,Time: The Donut of the Heart,Donuts,the three
0kRF4dgARUipA4nEg6RG9p,J Dilla,Don't Cry,Donuts,the three
1XBFSEr3FVpXTCetRXlYPg,J Dilla,Geek Down,Donuts,the three
2EpOmpzckQRYPwacudTAIe,J Dilla,U-Love,Donuts,the three
3esuSYuXmjJGqRnDh3bZjt,J Dilla,Bye.,Donuts,the three
0okD0IsoZdhpfrI2q0gC6D,Jazz Liberatorz,Loop Prisoner,Fruit Of The Past,the three
5RmxfYeyheGn4ExexjnKuy,Jazz Liberatorz,What's Real - Feat. Emanon,Fruit Of The Past,the three
4eUyGaXo6WECQc5X6ji5Js,Jazz Liberatorz,Always Something,Fruit Of The Past,the three
6eEtOKTjtdlcE1urUecJeB,Jazz Liberatorz,"Music Makes The World Go Round - Feat. Declaime, 20syl Remix",Fruit Of The Past,the three
61dxP6bmeL0gJI5fX70iaT,Jazz Liberatorz,Capture Your Mind,Fruit Of The Past,the three
3QmhFzSVGJCYfsMugvaUMP,Jazz Liberatorz,A Paris,Fruit Of The Past,the three
3QSa7qZDAOtaWAaWkYJnkI,Jazz Liberatorz,Music In My Mind Part 2,Fruit Of The Past,the three
419UNd2y3sdmXuy6zVT7gN,Jazz Liberatorz,That's Reality,Fruit Of The Past,the three
50e8KL7TnyNKLaWfCSr0xf,Jazz Liberatorz,Blue Avenue,Fruit Of The Past,the three
24mygInf1hfhexosnGDiuO,Jazz Liberatorz,Back Packers - Feat. Fat Lip,Fruit Of The Past,the three
4jjpSqCDRqXwrcMAEIYdsY,Jazz Liberatorz,Slow Down,Fruit Of The Past,the three
0Smxi47vM9rcOiUXsYuxER,Jazz Liberatorz,Clin D'oeil,Clin D'oeil,the three
0FMMLKHb74VB0H5u2fP6xo,Jazz Liberatorz,"Ease My Mind - Feat. Tre Hardson, Fat Lip & Omni",Clin D'oeil,the three
0cvFbuRH6mkKHIijebkU8I,Jazz Liberatorz,I Am Hip Hop - Feat. Asheru,Clin D'oeil,the three
45SaO3LHZfHZFZbVyAHOCG,Jazz Liberatorz,When The Clock Ticks - Feat. J. Sands,Clin D'oeil,the three
2lXZgMQIBQJz9FkAESk2dh,Jazz Liberatorz,The Process - Feat. Apani B Fly,Clin D'oeil,the three
2NDXdxZjbm5EbbEEDSKXQV,Joey Bada$$,Summer Knights,1999,the three
3AM2ihc5RFzbC47eCpTg2I,Joey Bada$$,Waves,1999,the three
18Y3zi59zjRVUEjUhdApSX,Joey Bada$$,FromdaTomb$,1999,the three
3QbsrWxq3JyNov94VzbNdB,Joey Bada$$,Hardknock,1999,the three
2miKV8OiAhmZPjhCzgRnvw,Joey Bada$$,Pennyroyal,1999,the three
7fMG4HNSKzBFKthjmeW8LU,Joey Bada$$,Daily Routine,1999,the three
3dkLUA4zs07CnhchRuRV6J,Joey Bada$$,Snakes,1999,the three
24TUPoKOVqKT1hZHV63FUV,Joey Bada$$,Don't Front,1999,the three
7dFGkZbmm6cVlI28bfMaWE,Joey Bada$$,Righteous Minds,1999,the three
046k0tkM8kI1D1UbmSsIsW,Joey Bada$$,Third Eye Sh*t,1999,the three
6Gen07qGcr1pyqKrVogecs,J-Live,A Charmed Life,All Of The Above,the three
21yVlBOluoo8Yku1bhOL3M,J-Live,Wax Paper,The Best Part,the three
2v7IWU4gUayHqXpSMFFVHt,J-Live,Timeless,The Best Part,the three
6LM1FjRGoHykvBIRkqdtIk,J-Live,Get the Third,The Best Part,the three
0bY6SdYZcid3fzp7im837v,J-Live,Them That's Not,The Best Part,the three
7tRbtYZJMVSFrvRvcBZ0N9,J-Live,The Best Part,The Best Part,the three
4ntsD33Pgsgk8rUyZLLiUV,Joey Bada$$,DEVASTATED,ALL-AMERIKKKAN BADA$$,the three
5jNrszQHRIVKmS9Ptb63pe,Joey Bada$$,Paper Trail$,B4.DA.$$,the three
12Gtheom5qK2Hjo1qTCNkx,Joey Bada$$,Big Dusty,B4.DA.$$,the three
1Ora7FZJR5xWId7upB1dlo,Joey Bada$$,No. 99,B4.DA.$$,the three
3nndHObJ5j5wpSKhTVODDG,Joey Bada$$,On & On (feat. Maverick Sabre & Dyemond Lewis),B4.DA.$$,the three
2QBlIsDMYoHcANWylV74Oj,Jurassic 5,A Day At The Races,Power In Numbers,the three
0SADXPubFbFXu7ZR3M86io,Jurassic 5,What's Golden,Power In Numbers,the three
2jLFrJiFM4QDggGMnxhyIO,Jurassic 5,In The House,Feedback,the three
0dtVSZDRv6PorrnX0cbFT7,Jurassic 5,Concrete Schoolyard,J 5 (Deluxe Edition),the three
4YwdeZPiTDjjBINwQD6mWB,Keith Murray,The Most Beautifullest Thing In This World,The Most Beautifullest Thing In This World,the three
1R28m5eWk1EV9FQ3puWrUp,King Geedorah,Fazers,Take Me To Your Leader,the three
3dX0c7tK7bnaUMhZlr6sIC,King Geedorah,Fastlane,Take Me To Your Leader,the three
58MeeOMk6PMQxXWY9YCNPD,King Geedorah,Next Levels,Take Me To Your Leader,the three
4kVxStqN7DeoZje5aidAn3,King Geedorah,Anti-Matter,Take Me To Your Leader,the three
1snmgBNECCGrJpV8tDbR5J,Knxwledge,Opinyungayme,Anthology,the three
5XGq4S4NgbOiZUmOXwftd9,Knxwledge,Takira,Anthology,the three
3pueeCX7HfiX6aC5uSiVM7,Knxwledge,Jive,Anthology,the three
6FuH7pIAL70nqmg2G9uTHM,Knxwledge,So(Rt),Anthology,the three
51ZRh2K4GfR0lSB8whNw0i,Knxwledge,Pho,Anthology,the three
0DFyjYeW9Z7d93lt1wS15r,Knxwledge,Sumthngnu,Anthology,the three
3Rx4sBiAZp0RMexbSQ63DW,Knxwledge,Aromatik,Anthology,the three
1QpTJpLRxFxvco2ZICh2X2,Knxwledge,Sewmaniwais,Anthology,the three
1J4Mnw6T10FiO0lHq8QtTK,Knxwledge,Sohrd,Anthology,the three
6mz6UJDJQRKHm6kI7uiIcu,Knxwledge,Insite,Anthology,the three
7pwfSrfnPPteZOxT5LH5wb,Knxwledge,Bethesame,Anthology,the three
3PJJetN0Ftk9SfeL9eLzBp,Knxwledge,Meaningless,Anthology,the three
0uslAR29uGdrdL6WWTp4tI,Knxwledge,Rude,Anthology,the three
12Zdvqx70F8YpXVQeqfiPV,Knxwledge,Inoticed,Anthology,the three
2zXxznkgoowdsBr1VUmocA,Knxwledge,Rekon,Kauliflowr,the three
51xIBHydVDkoj4dRvGiCY0,Knxwledge,faraway,Hud Dreems,the three
218FkNAL8kcgxMoYkFRO5b,Knxwledge,mydesire[fortwin][vanuys],Hud Dreems,the three
0ra56lzVFZEEEqeTEtvztb,Knxwledge,rightaftr[THK],Hud Dreems,the three
2B6sqmmjs6L8g6LBS2H5Oh,Kooley High,Too Late,The Summer Sessions EP,the three
7whZvq9HRLK28XSDxpr1GR,Kooley High,All Day,Eastern Standard Time,the three
16sZMQVrKc3ScPBQ4nWH0T,Kreators,Foreign Lands (Studio),No Contest,the three
6HuKIPXw8oPk3dhzWDwF7A,Kreators,I Can't Understand,No Contest,the three
5zCEdWyBkzywa7y1rz1r5i,Kreators,If You Don't Know,No Contest,the three
0D3QvxCdRwXw5BqBIeUATG,Kreators,All Day,No Contest,the three
1NRC1UN7o0wd0Cbpt54f1o,Lightheaded,Blink of An Eye,Pure Thoughts,the three
5yVaKukYWzRgBiCrti7N0S,Lightheaded,Selfless,Pure Thoughts,the three
0DqRjRhT2tnSdKCMFtJeea,Lightheaded,Completion,Pure Thoughts,the three
6tL2zxgS1R3M7NrKy1ZqWZ,Little Brother,Hiding Place,The Minstrel Show,the three
0qD85VFyI5OT83I9wJQHCU,Little Brother,Lovin' It (feat. Joe Scudda),The Minstrel Show,the three
5gJsGMeMTgPivcxYkVBhGc,Little Brother,All for You (feat. Darien Brockington),The Minstrel Show,the three
0mS5yf27N6OeRnUUdHAygq,Little Brother,Watch Me,The Minstrel Show,the three
6rxiSPOHgB7fGKeyl6QiYe,Little Brother,The Honorable,Chitlin Circuit,the three
5yTBQ1fBu2Bp5zzOtQhOQK,Little Brother,The Way You Do It,Chitlin Circuit,the three
1DjwdnhQMyAkS9eLS2epZX,Little Brother,Altitudes,Chitlin Circuit,the three
2Mj0IIuF3VW2m133iFAK7n,Lone Catalysts,Won't Stop (Remix),The Catalysts Files,the three
1CUkijTtvohZnY60KFBOP4,Lone Catalysts,Still Chasin' (Paper Chase Revisited),The Catalysts Files,the three
2sH8oCfst77XWEyzJgTzhU,Lone Catalysts,Dynomite,The Catalysts Files,the three
0XPOmhsAzKBnKffbVrEmWH,Lone Catalysts,Two's Company & Three's a Crowd,The Catalysts Files,the three
60nIUyDTKSrgDkU5HXTt5n,Lone Catalysts,Jimmy Hats,The Catalysts Files,the three
2me9IwYb6MkNI9tTqtm3zi,Lone Catalysts,Renaissance,The Catalysts Files,the three
5SFXI2T1PISsaVTU8zFcPH,Lone Catalysts,Heirs,The Catalysts Files,the three
2YuKjjLp4EBuWWTuglj6Vq,Lone Catalysts,Ways of the World,The Catalysts Files,the three
6yixQrQDmfnSTKCF1osFkU,Lone Catalysts,Q & A,Hip Hop,the three
6eZXFCRpA9PtlPaHOcjGBd,Lone Catalysts,If Hip Hop Was a Crime,Hip Hop,the three
7uN4XFFGRG1QOqtBsUhR2j,Lone Catalysts,Settle the Score,Hip Hop,the three
5KiDI9YhptlZWNABPuSmnL,Lone Catalysts,Due Process,Hip Hop,the three
0Y4JxsKQVnYBoZ68b5jOxO,Lone Catalysts,Politix,Hip Hop,the three
3VLxMv7g2e02OMrgKwRzwz,Lone Catalysts,Lone Catalysts,Hip Hop,the three
1R6nmC4HUGOGSKU02Wqa0v,Lupe Fiasco,The Coolest,Lupe Fiasco's The Cool,the three
7dltD9eEX7X1zk8JJ9BS0e,Lupe Fiasco,Superstar (feat. Matthew Santos),Lupe Fiasco's The Cool,the three
2dXME00xUY1CRcMZsM3Y4q,Lupe Fiasco,"Paris, Tokyo",Lupe Fiasco's The Cool,the three
6N3oYlfZ2RPdjMYdHCRmFS,Lupe Fiasco,Hip-Hop Saved My Life (feat. Nikki Jean),Lupe Fiasco's The Cool,the three
6nz35DNIzbtj5ztpDEcW1j,Lupe Fiasco,"Kick, Push",Lupe Fiasco's Food & Liquor,the three
3j1UrSXCeWYa5ltei4ZAxt,Lupe Fiasco,I Gotcha,Lupe Fiasco's Food & Liquor,the three
4ytRdqHgKAVxtVsjaC2ZZN,Lupe Fiasco,He Say She Say (feat. Gemini & Sarah Green),Lupe Fiasco's Food & Liquor,the three
7JjIWXd0RopJ8wSMTIsfZr,Lupe Fiasco,Sunshine,Lupe Fiasco's Food & Liquor,the three
50M2QjfSM82wkJ1d0iV4mh,Lupe Fiasco,Daydreamin' (feat. Jill Scott),Lupe Fiasco's Food & Liquor,the three
4vheUbZGsFWPpbJrir4Ocw,Lupe Fiasco,The Cool,Lupe Fiasco's Food & Liquor,the three
2YBDTmzBMAYsvFYFgjSy83,Lupe Fiasco,Hurt Me Soul,Lupe Fiasco's Food & Liquor,the three
7udJESHhtJ6k2TW9XfiwES,Freddie Gibbs,Harold’s,Piñata,the three
6m192NGYZHIbO5UBkkM4oN,Freddie Gibbs,Thuggin’,Piñata,the three
1yeTf9ZUaNlJ7637FJLtRa,Freddie Gibbs,Broken (feat. Scarface),Piñata,the three
5QnxFSR9HJQPqCza567s92,Freddie Gibbs,Knicks,Piñata,the three
29jgfjIukptSw79lbtN9bE,Freddie Gibbs,"Piñata (feat. Domo Genesis, G-Wiz, Casey Veggies, Sulaiman, Meechy Darko, Mac Miller)",Piñata,the three
5bx0tMIUHBVBtfcZjo2iab,Madlib,Slim's Return,Shades Of Blue: Madlib Invades Blue Note,the three
5mUNFqUbA1bY9l1qT9tyHT,Madlib,Distant Land,Shades Of Blue: Madlib Invades Blue Note,the three
0AFLmw7dnTeg6iNSjY9Qyi,Madlib,Mystic Bounce,Shades Of Blue: Madlib Invades Blue Note,the three
4xkNgLGn8wPzYtMmWQ1bsv,Morgan Adams Quartet Plus Two,Stormy,Shades Of Blue: Madlib Invades Blue Note,the three
3uRaZv4CNiiNNnR7hGw5r9,Madlib,Montara,Shades Of Blue: Madlib Invades Blue Note,the three
6GaHgaqNpzPgn31d4E5aJ0,Sound Directions,Song For My Father,Shades Of Blue: Madlib Invades Blue Note,the three
0GIF0mcmAUMncJZFKnoywe,Madvillain,Accordion,Madvillainy,the three
0dIDLi5yCGx3YxnJSz7flh,Madvillain,Meat Grinder,Madvillainy,the three
5YUoidMogd9JTkomrKsL2n,Madvillain,Raid,Madvillainy,the three
3T06pIOmXJ6EkJmVRN2sv6,Madvillain,Curls,Madvillainy,the three
6TO0wnNQn2nyBFNQcpNgRs,Madvillain,Money Folder,Madvillainy,the three
6wqzg4axkxnpdmVOG3FHfc,Madvillain,Figaro,Madvillainy,the three
1BAJpa7mrs0A8cHsA2enqx,Madvillain,All Caps,Madvillainy,the three
4zCZ5qYRatKifKX5VfJYxT,Madvillain,Rhinestone Cowboy,Madvillainy,the three
7fe7qXjvlXDUs8HiPRSnbw,MF DOOM,Saffron,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
23CjyKdbwMQJ8At4qBcAHf,MF DOOM,Pennyroyal,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
6R98zPyOZVEYdr6qvgH3X3,MF DOOM,Vinca Rosea,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
1zuPrkzdagicHTMC78LejJ,MF DOOM,Arrow Root,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
4Jph7VTcvnlEYYtM1QpMyL,MF DOOM,Emblica Officinalis,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
2vVjaxtNw7dFCvBSI7iqJd,MF DOOM,Burdock Root,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
5dZH6HpEvL6l0NGyuTto2m,MF DOOM,Bergamot,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
4TvrfON5ksyNXQyrTArULi,MF DOOM,Sarsaparilla,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
76EQ2I6LSMlcnX4Ynpl8ux,MF DOOM,Bergamont,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
2ELmAQA6bsEqv7HzFeFZm7,MF DOOM,Calamus,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
0HMunXCom9jsXtj2lAC9aX,MF DOOM,Podina,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
70WvfzHoHZNMAU7s7mWYzy,MF DOOM,Dragon's Blood Resin,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
2KDyXlyLk3oSS1KBcfWqoD,MF DOOM,Camphor,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
2Ur1tpXiC2hR0AUvElaaru,MF DOOM,Shallots,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
2sC1UEVU1DQpYPkt47EYav,MF DOOM,Valerian Root,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
2pQLm2Hk3R236JeXPUP47L,MF DOOM,High John,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
7tSIxc5iGIFHyvYLu6umLg,MF DOOM,Charnsuka,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
7bTGhCkrQc9jf3EU9om0U5,MF DOOM,Orris Root Powder,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
2nKdczNl3KaeFqbEpe2Lrb,MF DOOM,Devil's Shoestring,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
53xfloElpozX5dYit9lAxR,MF DOOM,Nettle Leaves,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
3TpeGTCS2dnFyH1pyYc24m,MF DOOM,Cedar,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
5eyMvXdA54TN6hz5iPWgCe,MF DOOM,Buckeyes,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
6u0AflQhuGTs2yqoLAI8B5,MF DOOM,Mugwort,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
6jTOYjOQt2SlmT24vi9EG8,MF DOOM,All Spice,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
0NXsVV6adRXxhvmayVROMH,MF DOOM,Eucalyptus,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
0yNm3ptVO99DQKuHlIbUXo,MF DOOM,Myrrh,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",the three
7lT1dCz96jANsLAAADlfIg,MF DOOM,Doomsday,Operation: Doomsday (Complete),the three
1Ulk1RYwszH5PliccyN5pF,MF DOOM,Go with the Flow,Operation: Doomsday (Complete),the three
5bPjleBV2VtjRnc0ogJ5ib,MF DOOM,Who You Think I Am?,Operation: Doomsday (Complete),the three
5PZvQeHocidnZ73a3pHO76,MF DOOM,Gas Drawls,Operation: Doomsday (Complete),the three
5e5hRYVA6SatSjvDiq9WXs,MF DOOM,?,Operation: Doomsday (Complete),the three
4O4Y5pZNd0kge9aw95OaYC,MF DOOM,One Beer,MM...FOOD,the three
12Lemsk6c6ohm9afZxYUBz,MF DOOM,Deep Fried Frenz,MM...FOOD,the three
08Ar75Td2vFXnKv750IAsC,MF DOOM,Kon Karne,MM...FOOD,the three
5DGnlowf1fjT7VWsoeRDlb,Mobb Deep,The Start of Your Ending (41st Side),The Infamous,the three
7N1Vjtzr1lmmCW9iasQ8YO,Mobb Deep,Survival of the Fittest,The Infamous,the three
0T2AYQdV9KRC8y8FC1jKq4,Mobb Deep,Eye for a Eye (Your Beef Is Mines) (feat. Nas & Raekwon),The Infamous,the three
7a2dsbIZcf5SAz7Uv4G0NR,Mobb Deep,Trife Life,The Infamous,the three
0Y1wsOHYGbNNNGeYjQJ8BL,Mobb Deep,Temperature's Rising (feat. Crystal Johnson),The Infamous,the three
61VlApj8p2ZaP0WTunTrKT,Mobb Deep,Give Up the Goods (Just Step) (feat. Big Noyd),The Infamous,the three
33ZXjLCpiINn8eQIDYEPTD,Mobb Deep,"Shook Ones, Pt. II",The Infamous,the three
5ZlKf4HlgrtzSGV1bowNla,Mobb Deep,"Right Back at You (feat. Ghostface Killah, Raekwon & Big Noyd)",The Infamous,the three
4gQdwwPXSXnDkUh4jYqLoC,Mos Def,Hip Hop,Black On Both Sides,the three
1L6YNFDSQa8UjX7vzPXXD4,Mos Def,Love,Black On Both Sides,the three
